2.53157,-0.0116136
1.41401,-0.574837
2.61651,0.341932
1.97079,-0.181211
2.3497,-0.0417914
3.39695,0.546998
0.519268,-1.19122
2.93209,0.352111
2.31975,-0.2457
2.91805,0.780571
1.66188,0.242177
1.80235,-0.216127
2.16537,0.215373
1.34453,-0.776253
1.58513,-0.538938
1.90464,0.119084
1.94924,0.0406643
3.48874,1.17143
3.7948,0.253127
1.2984,-0.761147
2.42812,0.376945
1.19799,-0.605383
3.49939,0.456517
1.38768,-0.203969
2.27579,0.333447
2.61424,0.558178
1.25762,-0.179047
1.29062,-0.116349
2.12282,-0.210779
2.38766,0.462257
2.84107,0.37257
3.23237,1.37036
2.15869,-0.218194
1.44314,-0.143947
1.77968,-0.501776
3.07659,0.685813
2.14483,0.13917
1.90483,0.0479872
1.16879,-0.164401
2.10765,0.371597
2.31424,0.182853
1.92243,0.409563
1.41401,-0.574837
2.56326,0.276097
2.41928,0.303787
1.94398,0.187688
1.52569,-0.374931
1.76402,0.0786303
1.90148,0.116131
1.38959,-0.282849
