1.28488,0.685318
0.932414,0.319192
1.46413,0.50408
0.181004,-0.825613
1.0872,0.0753486
0.640428,-0.417433
1.09519,0.283903
-0.75147,-1.00111
1.04339,0.228804
-0.0102499,-0.720486
-0.51103,-1.26255
0.51107,-0.102216
0.262482,-0.548086
0.984058,-0.124466
-0.174884,-0.251722
0.927639,0.468186
0.659524,-0.351966
0.234598,-0.332116
0.942466,-0.541851
0.0432955,-0.581585
1.11614,-0.0841044
0.356835,-0.0668346
1.29654,-0.327672
0.920551,-0.18261
0.714076,0.150297
0.899707,0.32956
1.33115,0.24452
1.55743,0.267375
0.812448,-0.162335
-0.307268,-0.36515
-0.070292,-0.702611
-0.19182,-0.677598
0.135032,-0.311749
1.37873,-0.42129
0.587181,-0.483268
0.807123,0.195121
1.22048,0.407975
0.812997,-0.370797
0.245155,-0.266741
0.164526,-0.679664
0.463036,-0.66967
0.890162,-0.0338931
0.228927,-0.402322
-0.70706,-1.00843
0.355529,-0.503262
0.331109,-0.211274
0.375222,-0.291663
0.641733,0.0189948
-0.908462,-0.751453
0.297805,-0.347038
