-2.6842,0.326601
-2.71535,-0.169572
-2.88982,-0.137328
-2.74645,-0.31115
-2.72861,0.333924
-2.27993,0.747825
-2.82095,-0.0820444
-2.62648,0.170377
-2.88796,-0.570803
-2.6738,-0.106782
-2.50651,0.651904
-2.61317,0.0214757
-2.78739,-0.227809
-3.22521,-0.503269
-2.64351,1.18623
-2.38393,1.34485
-2.62256,0.81822
-2.64833,0.319186
-2.19905,0.87922
-2.58739,0.52051
-2.31048,0.397784
-2.54328,0.440121
-3.21592,0.141713
-2.30314,0.105612
-2.3562,-0.0313202
-2.50787,-0.139118
-2.46908,0.137948
-2.56238,0.374653
-2.63979,0.319278
-2.63286,-0.190124
-2.58845,-0.197447
-2.41005,0.418152
-2.64769,0.819913
-2.59719,1.10002
-2.6738,-0.106782
-2.86697,0.0772245
-2.62517,0.606804
-2.6738,-0.106782
-2.98186,-0.48023
-2.59031,0.236028
-2.77016,0.271133
-2.85214,-0.932812
-2.99834,-0.334282
-2.40557,0.196093
-2.2089,0.4427
-2.71565,-0.242638
-2.53761,0.510326
-2.84034,-0.220578
-2.54268,0.586253
-2.70389,0.115001
